variant,task_id,task_seed,direction,difficulty,true_pair_count,success,strict_success,severe_failure,steps,crossings,total_volume_ml,final_abs_error,controller_ms_per_step,benchmark_seed
no_buffering_factor,129,5000555,acid,medium,1,1,0,0,4,0,8.31,0.0702212274857863,66.34197499988659,555
no_required_volume_term,129,5000555,acid,medium,1,1,0,0,8,0,8.07,0.08520677344475613,71.00473750142555,555
linear_clip_instead_of_tanh,129,5000555,acid,medium,1,1,0,0,4,0,8.29,0.07144091987517065,74.67467500100611,555
full,130,5000555,base,medium,2,1,1,0,5,1,10.590000000000002,0.03142850760079163,29.793940001400188,555
no_ph_rate_bonus,130,5000555,base,medium,2,1,1,0,7,0,10.510000000000002,0.017456488745702714,29.062028569959303,555
no_uncertainty_factor,130,5000555,base,medium,2,1,1,0,4,0,10.49,0.028926635600834416,28.291975000684033,555
no_buffering_factor,130,5000555,base,medium,2,1,1,0,5,1,10.61,0.044486850614429585,26.35685999848647,555
no_required_volume_term,130,5000555,base,medium,2,1,1,0,5,1,10.590000000000002,0.03142850760079163,31.415360000391956,555
linear_clip_instead_of_tanh,130,5000555,base,medium,2,1,1,0,5,1,10.6,0.037912219770968036,31.536719998985063,555
full,131,5000555,acid,near,1,1,0,0,1,1,1.68,0.06613502538898874,102.46120000374503,555
no_ph_rate_bonus,131,5000555,acid,near,1,1,1,0,2,0,1.3699999999999999,0.0480126952225417,49.72575000283541,555
no_uncertainty_factor,131,5000555,acid,near,1,1,1,0,2,1,2.19,0.009853418564818917,51.48150000241003,555
no_buffering_factor,131,5000555,acid,near,1,1,0,0,1,1,1.71,0.07766676544191231,84.79149999766378,555
no_required_volume_term,131,5000555,acid,near,1,1,1,0,1,0,1.41,0.03370890415329608,79.00460000382736,555
linear_clip_instead_of_tanh,131,5000555,acid,near,1,1,0,0,1,1,1.7,0.07381135495060231,104.6654999954626,555
full,132,5000555,acid,near,3,1,1,0,2,2,1.24,0.040209515614545666,56.822700003976934,555
no_ph_rate_bonus,132,5000555,acid,near,3,1,0,0,1,1,0.56,0.051437502220506914,38.292399993224535,555
no_uncertainty_factor,132,5000555,acid,near,3,1,1,0,2,2,1.3900000000000001,0.0073176768111267165,69.12054999702377,555
no_buffering_factor,132,5000555,acid,near,3,1,1,0,2,2,1.27,0.03362195365523846,62.310100001923274,555
no_required_volume_term,132,5000555,acid,near,3,1,1,0,2,2,1.24,0.040209515614545666,73.06884999707108,555
linear_clip_instead_of_tanh,132,5000555,acid,near,3,1,1,0,2,2,1.25,0.0336215935179105,69.9420499986445,555
full,133,5000555,base,medium,3,1,0,0,9,0,12.360000000000001,0.07799361820657502,29.98671111062221,555
no_ph_rate_bonus,133,5000555,base,medium,3,1,0,0,12,0,12.170000000000003,0.09545499230601173,24.818658334576565,555
no_uncertainty_factor,133,5000555,base,medium,3,1,0,0,8,0,12.369999999999997,0.07707883081636879,28.972275001251546,555
no_buffering_factor,133,5000555,base,medium,3,1,0,0,9,0,12.39,0.07525048140022328,30.828833333442972,555
no_required_volume_term,133,5000555,base,medium,3,1,0,0,9,0,12.360000000000001,0.07799361820657502,25.45006666655859,555
linear_clip_instead_of_tanh,133,5000555,base,medium,3,1,0,0,9,0,12.379999999999999,0.07616445254599391,28.360877774604077,555
full,134,5000555,acid,near,1,1,0,0,6,5,3.56,0.09507510428234678,73.56946666792889,555
no_ph_rate_bonus,134,5000555,acid,near,1,1,1,0,4,2,2.21,0.030239394853597723,77.73554999948828,555
no_uncertainty_factor,134,5000555,acid,near,1,1,1,0,7,5,3.9699999999999998,0.04759305011342452,69.60604285684114,555
no_buffering_factor,134,5000555,acid,near,1,1,0,0,6,5,3.64,0.09477566411402716,83.16209999975399,555
no_required_volume_term,134,5000555,acid,near,1,1,0,0,6,5,3.56,0.09507510428234678,79.28289999836124,555
linear_clip_instead_of_tanh,134,5000555,acid,near,1,1,0,0,6,5,3.6,0.09492531322934727,72.5543500011554,555
full,135,5000555,base,near,1,1,0,0,1,0,0.57,0.0804566907610198,37.643600000592414,555
no_ph_rate_bonus,135,5000555,base,near,1,0,0,0,3,1,2.2,0.10143788315858515,48.9828333350791,555
no_uncertainty_factor,135,5000555,base,near,1,1,0,0,1,0,0.63,0.06570392857711482,34.69330000370974,555
no_buffering_factor,135,5000555,base,near,1,1,0,0,1,0,0.58,0.07801425735170753,43.656199995893985,555
no_required_volume_term,135,5000555,base,near,1,1,0,0,1,0,0.57,0.0804566907610198,43.92799999186536,555
linear_clip_instead_of_tanh,135,5000555,base,near,1,1,0,0,1,0,0.57,0.0804566907610198,32.74429999146378,555
full,136,5000555,acid,far,1,1,0,0,7,4,16.32,0.09752599094872805,89.31921428302303,555
no_ph_rate_bonus,136,5000555,acid,far,1,1,1,0,7,5,11.88,0.048312125017926366,74.65642857070114,555
no_uncertainty_factor,136,5000555,acid,far,1,1,0,0,7,4,17.47,0.09950866555238003,75.53285714259671,555
no_buffering_factor,136,5000555,acid,far,1,1,0,0,5,3,16.18,0.07408997723054478,85.61178000236396,555
no_required_volume_term,136,5000555,acid,far,1,1,0,0,5,2,13.5,0.08332719068319738,89.40584000083618,555
linear_clip_instead_of_tanh,136,5000555,acid,far,1,1,0,0,3,2,17.42,0.08243516307679988,80.2282333340069,555
full,137,5000555,base,medium,3,1,1,0,8,7,4.81,0.04806053794605969,75.74577499963198,555
no_ph_rate_bonus,137,5000555,base,medium,3,1,1,0,4,3,2.93,0.04776039272615673,72.33207499666605,555
no_uncertainty_factor,137,5000555,base,medium,3,1,1,0,9,6,5.359999999999999,0.013512763714442322,80.85092222204872,555
no_buffering_factor,137,5000555,base,medium,3,1,0,0,7,6,4.93,0.06765581559775757,76.70681428446967,555
no_required_volume_term,137,5000555,base,medium,3,1,1,0,8,7,4.81,0.04806053794605969,84.42714999910095,555
linear_clip_instead_of_tanh,137,5000555,base,medium,3,1,0,0,7,6,4.83,0.06767184221709943,82.30952856995698,555
full,138,5000555,acid,medium,3,1,0,0,3,1,6.68,0.07257129078923663,48.78230000031181,555
no_ph_rate_bonus,138,5000555,acid,medium,3,1,0,0,1,1,3.65,0.08504194652431485,77.10330000554677,555
no_uncertainty_factor,138,5000555,acid,medium,3,1,0,0,3,1,7.55,0.07613135536913829,47.42313333069129,555
no_buffering_factor,138,5000555,acid,medium,3,1,0,0,3,1,6.869999999999999,0.0679083382283987,57.16653333608216,555
no_required_volume_term,138,5000555,acid,medium,3,1,1,0,1,0,3.4,0.0033697621250960985,122.88270000135526,555
linear_clip_instead_of_tanh,138,5000555,acid,medium,3,1,1,0,4,1,7.92,0.01665374443988421,44.521474999783095,555
full,139,5000555,base,far,2,1,1,0,16,8,39.82,0.018981374895198577,76.93144375070915,555
no_ph_rate_bonus,139,5000555,base,far,2,1,1,0,16,8,35.38,0.02316851271549414,64.62619375088252,555
no_uncertainty_factor,139,5000555,base,far,2,1,1,0,16,8,38.60000000000001,0.020127858980878877,68.0285500015998,555
no_buffering_factor,139,5000555,base,far,2,1,1,0,19,8,40.13999999999999,0.0186811605531938,69.92131052538753,555
no_required_volume_term,139,5000555,base,far,2,1,1,0,20,8,38.4,0.020316097680358247,72.70570500040776,555
linear_clip_instead_of_tanh,139,5000555,base,far,2,1,1,0,13,8,39.26,0.019507252309744594,54.239638459806045,555
full,140,5000555,base,near,3,1,0,0,4,2,4.1000000000000005,0.06416830657818551,90.7542500008276,555
no_ph_rate_bonus,140,5000555,base,near,3,1,0,0,6,4,3.2,0.06416659360220223,78.86381666685338,555
no_uncertainty_factor,140,5000555,base,near,3,1,0,0,4,3,4.55,0.05136472961782701,93.76260000317416,555
no_buffering_factor,140,5000555,base,near,3,1,1,0,4,2,4.24,0.021266618540265014,83.74524999817368,555
no_required_volume_term,140,5000555,base,near,3,1,0,0,8,5,4.31,0.0513657059452548,79.2816249995667,555
linear_clip_instead_of_tanh,140,5000555,base,near,3,1,1,0,4,2,4.15,0.04319870909681178,87.02350000203296,555
full,141,5000555,base,far,1,1,0,0,3,1,13.959999999999999,0.09864353809343207,93.67786666067938,555
no_ph_rate_bonus,141,5000555,base,far,1,1,1,0,5,2,11.34,0.007558338220929883,93.15558000089368,555
no_uncertainty_factor,141,5000555,base,far,1,1,1,0,5,2,15.239999999999998,0.03156734268028494,77.83300000010058,555
no_buffering_factor,141,5000555,base,far,1,1,1,0,3,1,14.36,0.04862373499936545,99.56806666741613,555
no_required_volume_term,141,5000555,base,far,1,1,1,0,6,3,13.67,0.023392894659226116,77.66450000053737,555
linear_clip_instead_of_tanh,141,5000555,base,far,1,1,1,0,6,4,18.82,0.014901338784662599,76.78841666590112,555
full,142,5000555,base,medium,2,1,0,0,6,2,16.46,0.0866902488416974,60.245883332148274,555
no_ph_rate_bonus,142,5000555,base,medium,2,1,0,0,6,1,14.21,0.06673704893177135,60.85513333649336,555
no_uncertainty_factor,142,5000555,base,medium,2,1,0,0,5,1,14.2,0.05945092133115093,48.71753999905195,555
no_buffering_factor,142,5000555,base,medium,2,1,1,0,6,2,17.520000000000003,0.031569610730687536,71.67608333353807,555
no_required_volume_term,142,5000555,base,medium,2,1,1,0,6,0,14.09,0.013598190080419847,67.9591000007349,555
linear_clip_instead_of_tanh,142,5000555,base,medium,2,1,1,0,5,1,14.17,0.038292162425990206,50.063279998721555,555
full,143,5000555,base,far,2,1,0,0,5,4,10.48,0.08024190116208807,67.55837999953656,555
no_ph_rate_bonus,143,5000555,base,far,2,1,1,0,4,2,9.46,0.048320150916655535,84.0194500015059,555
no_uncertainty_factor,143,5000555,base,far,2,1,1,0,5,2,10.63,0.005497014710481807,73.81567999982508,555
no_buffering_factor,143,5000555,base,far,2,1,1,0,7,4,11.26,0.014348596928845936,74.80089999756144,555
no_required_volume_term,143,5000555,base,far,2,1,0,0,4,2,7.72,0.08023844809375191,62.83922500006156,555
linear_clip_instead_of_tanh,143,5000555,base,far,2,1,1,0,3,1,9.61,0.03150580594128449,59.64483333082171,555
full,144,5000555,acid,far,2,1,0,0,1,0,6.57,0.06787459739693613,119.79629999405006,555
no_ph_rate_bonus,144,5000555,acid,far,2,1,0,0,4,0,6.52,0.07910371961445062,57.93004999941331,555
no_uncertainty_factor,144,5000555,acid,far,2,1,1,0,1,1,7.03,0.0393134711420009,98.28769999876386,555
no_buffering_factor,144,5000555,acid,far,2,1,1,0,1,0,6.7,0.03830529382275305,121.34620000142604,555
no_required_volume_term,144,5000555,acid,far,2,1,1,0,4,0,6.68,0.042890232240863746,47.039349999977276,555
linear_clip_instead_of_tanh,144,5000555,acid,far,2,1,0,0,3,2,9.620000000000001,0.05203776792187487,72.16706667046917,555
full,145,5000555,acid,near,2,1,1,0,1,1,1.12,0.036389040706008124,36.88939999847207,555
no_ph_rate_bonus,145,5000555,acid,near,2,1,0,0,1,0,0.75,0.0756392935091883,36.40320000704378,555
no_uncertainty_factor,145,5000555,acid,near,2,1,0,0,1,1,1.24,0.06825840941676287,35.84789999877103,555
no_buffering_factor,145,5000555,acid,near,2,1,1,0,1,1,1.15,0.044530234608968655,36.54420000384562,555
no_required_volume_term,145,5000555,acid,near,2,1,1,0,1,1,1.12,0.036389040706008124,35.9463000058895,555
linear_clip_instead_of_tanh,145,5000555,acid,near,2,1,1,0,1,1,1.13,0.03911618209591339,35.61890000128187,555
full,146,5000555,acid,near,2,1,0,0,3,3,2.76,0.06180514520079372,72.95440000113256,555
no_ph_rate_bonus,146,5000555,acid,near,2,1,1,0,3,3,1.5899999999999999,0.0021437515517095385,77.9898999996173,555
no_uncertainty_factor,146,5000555,acid,near,2,1,1,0,2,2,2.82,0.04504384635323655,88.12870000110706,555
no_buffering_factor,146,5000555,acid,near,2,1,0,0,2,2,2.6,0.08615263056845857,99.93615000348655,555
no_required_volume_term,146,5000555,acid,near,2,1,1,0,3,3,2.23,0.043315794447360556,79.02750000115095,555
linear_clip_instead_of_tanh,146,5000555,acid,near,2,1,0,0,3,3,2.78,0.061603529518138966,75.93123333693559,555
full,147,5000555,base,far,2,1,1,0,2,0,7.8500000000000005,0.01498142089427823,70.79335000162246,555
no_ph_rate_bonus,147,5000555,base,far,2,1,0,0,3,0,7.7700000000000005,0.06323962947855044,51.86883333468965,555
no_uncertainty_factor,147,5000555,base,far,2,1,1,0,1,0,7.81,0.03955883068030097,111.18629998964025,555
no_buffering_factor,147,5000555,base,far,2,1,1,0,2,1,7.88,0.004095590007478833,59.78839999443153,555
no_required_volume_term,147,5000555,base,far,2,1,0,0,3,1,7.97,0.06513855473924757,70.88069999978568,555
linear_clip_instead_of_tanh,147,5000555,base,far,2,1,1,0,6,5,18.409999999999997,0.010782276299829974,83.86280000073991,555
full,148,5000555,acid,medium,1,1,1,0,1,1,2.19,0.04543317066769248,51.68600000615697,555
no_ph_rate_bonus,148,5000555,acid,medium,1,1,0,0,2,0,1.77,0.07168915209158655,34.339250007178634,555
no_uncertainty_factor,148,5000555,acid,medium,1,1,0,0,3,2,4.24,0.05734914460786378,53.94739999610465,555
no_buffering_factor,148,5000555,acid,medium,1,1,0,0,1,1,2.24,0.0589669629961076,59.88210000214167,555
no_required_volume_term,148,5000555,acid,medium,1,1,1,0,1,1,2.19,0.04543317066769248,51.192799997807015,555
linear_clip_instead_of_tanh,148,5000555,acid,medium,1,1,0,0,1,1,2.23,0.05626532036089671,51.30870000721188,555
full,149,5000555,base,medium,2,1,1,0,2,2,5.25,0.022544129956536985,94.83670000190614,555
no_ph_rate_bonus,149,5000555,base,medium,2,1,1,0,2,1,2.93,0.022629355651397454,56.02944999554893,555
no_uncertainty_factor,149,5000555,base,medium,2,1,0,0,2,1,5.77,0.059599192471684326,90.12034999977914,555
no_buffering_factor,149,5000555,base,medium,2,1,1,0,2,2,5.29,0.013590232484873788,99.08334999636281,555
no_required_volume_term,149,5000555,base,medium,2,1,1,0,2,1,2.75,0.022629458206821162,76.104049996502,555
linear_clip_instead_of_tanh,149,5000555,base,medium,2,1,1,0,2,1,5.47,0.013508572424549392,102.92480000134674,555
full,150,5000555,acid,medium,3,1,0,0,2,0,3.8600000000000003,0.08756328913044165,56.12124999970547,555
no_ph_rate_bonus,150,5000555,acid,medium,3,1,0,0,3,0,4.03,0.06457930969619063,63.16610000309689,555
no_uncertainty_factor,150,5000555,acid,medium,3,1,0,0,2,0,4.08,0.05784984950317451,61.28139999782434,555
no_buffering_factor,150,5000555,acid,medium,3,1,0,0,2,0,3.9000000000000004,0.08213993371554373,55.53084999701241,555
no_required_volume_term,150,5000555,acid,medium,3,1,0,0,4,0,3.84,0.09027874170776151,65.17069999972591,555
linear_clip_instead_of_tanh,150,5000555,acid,medium,3,1,0,0,2,0,3.8600000000000003,0.08756328913044165,54.68890000702231,555
full,151,5000555,acid,near,2,1,0,0,14,0,7.55,0.09580061231173875,21.112878570940147,555
no_ph_rate_bonus,151,5000555,acid,near,2,0,0,0,20,0,7.329999999999999,0.10296330936459075,20.838420000654878,555
no_uncertainty_factor,151,5000555,acid,near,2,0,0,0,12,0,7.33,0.10296330936459075,23.240050001428852,555
no_buffering_factor,151,5000555,acid,near,2,0,0,0,13,0,7.29,0.1042620682442843,22.478976923314175,555
no_required_volume_term,151,5000555,acid,near,2,1,0,0,14,0,7.55,0.09580061231173875,23.00002142874291,555
linear_clip_instead_of_tanh,151,5000555,acid,near,2,1,0,0,14,0,7.54,0.09612692073630047,22.71032142795905,555
full,152,5000555,acid,medium,3,1,0,0,2,1,3.32,0.0877208891063721,93.84520000457997,555
no_ph_rate_bonus,152,5000555,acid,medium,3,1,1,0,2,2,2.03,0.014110171577390584,86.13339999646996,555
no_uncertainty_factor,152,5000555,acid,medium,3,1,0,0,2,1,3.79,0.09333528949161485,98.35644999839133,555
no_buffering_factor,152,5000555,acid,medium,3,1,0,0,2,1,3.4299999999999997,0.08845548845278506,92.13745000306517,555
no_required_volume_term,152,5000555,acid,medium,3,1,0,0,2,1,2.6,0.0997924292524277,88.59274999485933,555
linear_clip_instead_of_tanh,152,5000555,acid,medium,3,0,0,0,2,1,3.38,0.10047827624349148,95.36890000163112,555
full,153,5000555,acid,medium,3,1,1,0,3,1,6.41,0.009657576801642698,70.6750666674149,555
no_ph_rate_bonus,153,5000555,acid,medium,3,1,1,0,4,0,6.240000000000001,0.04782944336676298,71.75479999750678,555
no_uncertainty_factor,153,5000555,acid,medium,3,1,1,0,3,1,6.47,0.029488491638761438,46.34630000024723,555
no_buffering_factor,153,5000555,acid,medium,3,1,1,0,3,1,6.46,0.02620107053223908,69.10560000202774,555
no_required_volume_term,153,5000555,acid,medium,3,1,0,0,3,0,6.199999999999999,0.06160703589704131,74.74370000515289,555
linear_clip_instead_of_tanh,153,5000555,acid,medium,3,1,1,0,3,1,6.43,0.016296046323252433,72.39816666697152,555
full,154,5000555,acid,near,1,1,0,0,2,2,2.35,0.07054071098429837,86.64514999691164,555
no_ph_rate_bonus,154,5000555,acid,near,1,1,0,0,1,1,1.08,0.06494527266170458,79.16470000054687,555
no_uncertainty_factor,154,5000555,acid,near,1,1,0,0,2,2,2.67,0.06819794609688756,87.78895000068587,555
no_buffering_factor,154,5000555,acid,near,1,1,0,0,2,2,2.42,0.0672849341931876,99.62760000416893,555
no_required_volume_term,154,5000555,acid,near,1,1,1,0,2,2,1.59,0.0027146006667368994,87.26675000070827,555
linear_clip_instead_of_tanh,154,5000555,acid,near,1,1,0,0,2,2,2.3600000000000003,0.06589260009814613,96.19409999868367,555
full,155,5000555,acid,far,1,1,0,0,6,4,10.33,0.08683746532928804,76.33078333189285,555
no_ph_rate_bonus,155,5000555,acid,far,1,1,1,0,5,3,6.220000000000001,0.03592506950177654,58.72540000418667,555
no_uncertainty_factor,155,5000555,acid,far,1,1,1,0,10,8,12.649999999999999,0.010401455643267887,75.77103999938117,555
no_buffering_factor,155,5000555,acid,far,1,1,1,0,3,3,9.940000000000001,0.034465766482946414,72.880366659471,555
no_required_volume_term,155,5000555,acid,far,1,1,1,0,8,6,10.41,0.009684833678819338,73.03123749989027,555
linear_clip_instead_of_tanh,155,5000555,acid,far,1,1,0,0,7,7,12.59,0.0817594498278682,85.40181428647234,555
full,156,5000555,acid,medium,1,0,0,0,50,46,11.34999999999999,0.1756787399574966,73.92922599974554,555
no_ph_rate_bonus,156,5000555,acid,medium,1,0,0,0,50,44,8.109999999999992,0.17375309158048413,60.07675999964704,555
no_uncertainty_factor,156,5000555,acid,medium,1,0,0,0,50,44,12.329999999999991,0.1762562918727406,77.33652800015989,555
no_buffering_factor,156,5000555,acid,medium,1,0,0,0,50,47,11.519999999999989,0.12914884165633733,73.02252000008593,555
no_required_volume_term,156,5000555,acid,medium,1,0,0,0,50,46,11.34999999999999,0.1756787399574966,75.93263200047659,555
linear_clip_instead_of_tanh,156,5000555,acid,medium,1,0,0,0,50,45,12.039999999999992,0.12802516842146705,74.91781600023387,555
full,157,5000555,acid,medium,2,1,0,0,2,0,5.970000000000001,0.06416614185941061,56.46760000308859,555
no_ph_rate_bonus,157,5000555,acid,medium,2,1,0,0,4,1,6.89,0.06412018759522642,56.035475001408486,555
no_uncertainty_factor,157,5000555,acid,medium,2,1,1,0,2,0,6.38,0.0065957543382486605,55.65364999711164,555
no_buffering_factor,157,5000555,acid,medium,2,1,0,0,2,0,6.04,0.05428275790362047,53.372300000773976,555
no_required_volume_term,157,5000555,acid,medium,2,1,0,0,5,0,5.78,0.09111579349056687,77.67964000086067,555
linear_clip_instead_of_tanh,157,5000555,acid,medium,2,1,1,0,2,0,6.13,0.04160978695710593,56.586750000860775,555
full,158,5000555,acid,medium,2,1,1,0,3,2,4.87,0.03614163838271889,77.37146666477202,555
no_ph_rate_bonus,158,5000555,acid,medium,2,1,1,0,2,1,2.71,0.011177074325583902,90.76309999727528,555
no_uncertainty_factor,158,5000555,acid,medium,2,1,1,0,3,2,5.55,0.043926080066364115,83.36876666726312,555
no_buffering_factor,158,5000555,acid,medium,2,1,1,0,3,2,5.1,0.037493896489062095,84.26126666745404,555
no_required_volume_term,158,5000555,acid,medium,2,1,1,0,3,1,3.9,0.0003564007756882148,87.83889999904204,555
linear_clip_instead_of_tanh,158,5000555,acid,medium,2,1,1,0,3,2,5.13,0.02601027773968312,86.568433335439,555
full,159,5000555,base,medium,1,1,0,0,7,5,10.709999999999999,0.07122347438589749,74.44417142687598,555
no_ph_rate_bonus,159,5000555,base,medium,1,1,1,0,10,8,7.67,0.04950814793690661,69.28539000218734,555
no_uncertainty_factor,159,5000555,base,medium,1,1,1,0,9,6,11.939999999999998,0.019054918732782866,73.7358777785428,555
no_buffering_factor,159,5000555,base,medium,1,1,0,0,11,8,11.23,0.09250412204159808,78.50120909146922,555
no_required_volume_term,159,5000555,base,medium,1,1,0,0,7,5,10.709999999999999,0.07122347438589749,86.13957142889765,555
linear_clip_instead_of_tanh,159,5000555,base,medium,1,1,0,0,12,8,11.830000000000002,0.09912116377362601,76.59079166599743,555
full,160,5000555,base,near,1,1,1,0,2,1,3.45,0.021281725655706296,74.83335000506486,555
no_ph_rate_bonus,160,5000555,base,near,1,1,0,0,3,0,2.79,0.05202812248006872,45.51049999524063,555
no_uncertainty_factor,160,5000555,base,near,1,1,1,0,2,1,4.12,0.017664353864367044,61.24140000611078,555
no_buffering_factor,160,5000555,base,near,1,1,1,0,2,1,3.6199999999999997,0.024843191892626848,63.16020000667777,555
no_required_volume_term,160,5000555,base,near,1,1,1,0,3,0,2.83,0.03938899258690576,84.65686666992649,555
linear_clip_instead_of_tanh,160,5000555,base,near,1,1,1,0,2,1,3.66,0.0320658731268626,73.48495000042021,555
full,161,5000555,base,near,2,1,1,0,1,0,0.65,0.04091681848074735,43.36160000093514,555
no_ph_rate_bonus,161,5000555,base,near,2,1,1,0,2,0,0.63,0.04734237253633822,30.11145000346005,555
no_uncertainty_factor,161,5000555,base,near,2,1,1,0,1,0,0.72,0.018164321948171747,37.391999998362735,555
no_buffering_factor,161,5000555,base,near,2,1,1,0,1,0,0.65,0.04091681848074735,33.91919999558013,555
no_required_volume_term,161,5000555,base,near,2,1,1,0,1,0,0.65,0.04091681848074735,32.454999993206,555
linear_clip_instead_of_tanh,161,5000555,base,near,2,1,1,0,1,0,0.65,0.04091681848074735,42.74750000331551,555
full,162,5000555,acid,medium,1,1,1,0,5,0,11.379999999999999,0.03737338243317723,67.01636000070721,555
no_ph_rate_bonus,162,5000555,acid,medium,1,1,0,0,7,0,10.969999999999999,0.08540219794359949,70.65405714300661,555
no_uncertainty_factor,162,5000555,acid,medium,1,1,0,0,4,0,10.89,0.09450547678704346,67.83417500082578,555
no_buffering_factor,162,5000555,acid,medium,1,1,0,0,5,0,11.15,0.06461144185040268,65.75502000196138,555
no_required_volume_term,162,5000555,acid,medium,1,1,0,0,9,0,11.01,0.08081963167543371,70.40105555723939,555
linear_clip_instead_of_tanh,162,5000555,acid,medium,1,1,0,0,5,0,11.04,0.07736885228137602,74.07468000164954,555
full,163,5000555,acid,near,2,1,1,0,2,1,3.29,0.02718856871597808,63.55430000257911,555
no_ph_rate_bonus,163,5000555,acid,near,2,1,0,0,1,1,1.6,0.08788316377800776,102.76189998694463,555
no_uncertainty_factor,163,5000555,acid,near,2,1,1,0,2,2,3.94,0.040052678276236264,79.69834999676095,555
no_buffering_factor,163,5000555,acid,near,2,1,0,0,2,2,3.63,0.0877966657844862,83.78255000570789,555
no_required_volume_term,163,5000555,acid,near,2,1,0,0,1,1,1.56,0.06900538319263738,112.19209999399027,555
linear_clip_instead_of_tanh,163,5000555,acid,near,2,1,0,0,2,2,3.63,0.0877966657844862,88.09300000211806,555
full,164,5000555,base,near,2,1,0,0,4,0,2.7,0.06584044225635921,26.04652500122029,555
no_ph_rate_bonus,164,5000555,base,near,2,1,0,0,5,0,2.4899999999999998,0.09697322437027989,26.36316000134684,555
no_uncertainty_factor,164,5000555,base,near,2,1,0,0,3,0,2.5700000000000003,0.08514204038248252,30.334099998678237,555
no_buffering_factor,164,5000555,base,near,2,1,0,0,4,0,2.7,0.06584044225635921,23.834874997191946,555
no_required_volume_term,164,5000555,base,near,2,1,0,0,4,0,2.7,0.06584044225635921,25.998599998274585,555
linear_clip_instead_of_tanh,164,5000555,base,near,2,1,0,0,4,0,2.7,0.06584044225635921,21.4853250017768,555
full,165,5000555,base,far,3,1,0,0,7,3,13.470000000000002,0.06468131328806237,62.40994285638278,555
no_ph_rate_bonus,165,5000555,base,far,3,1,1,0,6,3,11.940000000000001,0.04410277642740823,64.94715000371798,555
no_uncertainty_factor,165,5000555,base,far,3,1,0,0,7,4,16.3,0.06309442252548969,66.5553142846745,555
no_buffering_factor,165,5000555,base,far,3,1,0,0,8,5,14.989999999999998,0.06467480963523542,85.18311249645194,555
no_required_volume_term,165,5000555,base,far,3,1,1,0,7,3,13.410000000000002,0.024401473195785783,63.26297142887987,555
linear_clip_instead_of_tanh,165,5000555,base,far,3,1,0,0,8,6,16.150000000000002,0.07876191077609818,78.10532499843248,555
full,166,5000555,base,medium,3,1,0,0,3,0,6.31,0.07385951777527211,51.63303332907768,555
no_ph_rate_bonus,166,5000555,base,medium,3,1,0,0,3,0,6.3500000000000005,0.06260700590725321,78.24216667116464,555
no_uncertainty_factor,166,5000555,base,medium,3,1,1,0,3,0,6.46,0.03164183182884983,49.48209999808265,555
no_buffering_factor,166,5000555,base,medium,3,1,0,0,3,0,6.34,0.0654203786220311,45.34313333715545,555
no_required_volume_term,166,5000555,base,medium,3,1,0,0,3,0,6.26,0.0879227298555314,45.47489999822574,555
linear_clip_instead_of_tanh,166,5000555,base,medium,3,1,1,0,3,0,6.4,0.04853671773141599,42.26706666425647,555
full,167,5000555,base,near,1,1,1,0,3,1,2.0,0.014745735350441436,47.97180000362763,555
no_ph_rate_bonus,167,5000555,base,near,1,1,1,0,2,0,1.42,0.009623906456001308,53.90924999665003,555
no_uncertainty_factor,167,5000555,base,near,1,1,1,0,3,1,2.1999999999999997,0.008569684611559936,42.72189999998469,555
no_buffering_factor,167,5000555,base,near,1,1,1,0,3,1,2.02,0.01474621337439963,41.6082333298012,555
no_required_volume_term,167,5000555,base,near,1,1,0,0,2,0,1.26,0.055642765135996086,61.19240000407444,555
linear_clip_instead_of_tanh,167,5000555,base,near,1,1,1,0,3,1,2.0,0.014745735350441436,46.2929666658359,555
full,168,5000555,acid,far,3,1,1,0,2,0,8.489999999999998,0.034912323265927636,93.74069999830681,555
no_ph_rate_bonus,168,5000555,acid,far,3,1,0,0,2,0,8.27,0.09189629358671647,102.90960000202176,555
no_uncertainty_factor,168,5000555,acid,far,3,1,1,0,1,0,8.51,0.030058721029152746,97.24399999686284,555
no_buffering_factor,168,5000555,acid,far,3,1,1,0,2,0,8.53,0.025256211699251185,91.37659999396419,555
no_required_volume_term,168,5000555,acid,far,3,1,1,0,3,0,8.430000000000001,0.04978732638577865,89.29619999980787,555
linear_clip_instead_of_tanh,168,5000555,acid,far,3,1,1,0,3,1,11.03,0.029818788562510523,77.59776666595523,555
full,169,5000555,base,medium,1,1,1,0,10,7,15.979999999999999,0.004268381879396266,81.80847000112408,555
no_ph_rate_bonus,169,5000555,base,medium,1,1,1,0,10,7,9.2,0.004287435987188282,83.59891999934916,555
no_uncertainty_factor,169,5000555,base,medium,1,1,0,0,10,7,17.159999999999997,0.07054841423769442,88.18401000025915,555
no_buffering_factor,169,5000555,base,medium,1,1,1,0,8,6,16.09,0.02564918506517433,93.39286249996803,555
no_required_volume_term,169,5000555,base,medium,1,1,0,0,10,6,9.030000000000001,0.08031230815629886,70.54193000003579,555
linear_clip_instead_of_tanh,169,5000555,base,medium,1,1,1,0,11,6,19.229999999999997,0.02565610368792992,48.90417272558393,555
full,170,5000555,base,far,1,1,1,0,4,2,10.83,0.030461209457627092,40.29047500262095,555
no_ph_rate_bonus,170,5000555,base,far,1,1,1,0,4,2,7.55,0.04729241277939522,26.00562499901571,555
